Source,Title,Content,Section,URL,Date,Normalized Content,Normalized Title
La Jornada: Economía,IP ve respaldo de Sheinbaum a la inversión en el país,"Las inversiones no se verán afectadas por los cambios al Poder Judicial, pues el futuro gobierno de Claudia Sheinbaum Pardo ha expresado su respaldo al sector privado para que el capital crezca, reiteraron organismos de la iniciativa privada.",Economía,https://www.jornada.com.mx/2024/09/20/economia/017n2eco?partner=rss,20/09/2024,"inversión ver afectado cambio Judicial , futuro gobierno Claudia Sheinbaum Pardo expresar respaldo sector privado capital crecer , reiterar organismo iniciativa privado .",IP ver respaldo Sheinbaum inversión país
La Jornada: Economía,Biden celebra recorte a las tasas de interés en Estados Unidos,"Washington. El presidente de Estados Unidos, Joe Biden, dijo el jueves que la decisión de la Reserva Federal (Fed, banco central) de bajar las tasas de interés fue “una señal importante” de que la inflación ha disminuido, y agregó que las políticas económicas de Donald Trump fracasaron en el pasado y “volverán a fracasar” si se reactivan.",Economía,https://www.jornada.com.mx/2024/09/20/economia/019n3eco?partner=rss,20/09/2024,"Washington . presidente Unidos , Joe Biden , jueves decisión Reserva Federal ( Fed , banco central ) bajar tasa interés “ señal importante ” inflación disminuir , política económico Donald Trump fracasar “ volver fracasar ” reactivar .",Biden celebrar recorte tasa interés Unidos
La Jornada: Economía,Carlos Fernández-Vega: México SA,"El presidente López Obrador    recordó ayer uno de tantos oscuros capítulos del gobierno del “paladín de la justicia y la democracia”, el tal Ernesto Zedillo, quien “entregó la Procuraduría General de la República al Partido Acción Nacional”, concretamente, a Antonio Lozano Gracia, siempre de la mano del impresentable Diego Fernández de Cevallos, “uno de los dirigentes más famosos del conservadurismo; entonces ahí arreglaban todo. Y lo mismo pasó con el Poder Judicial”, pues a éste lo utilizaban “como moneda de cambio para hacer la alianza de los potentados” y “gobernar para las minorías”.",Economía,https://www.jornada.com.mx/2024/09/20/opinion/018o1eco?partner=rss,20/09/2024,"presidente López Obrador     recordar ayer oscuro capítulo gobierno “ paladín justicia democracia ” , Ernesto Zedillo , “ entregar Procuraduría General República Partido Acción Nacional ” , concretamente , Antonio Lozano Gracia , mano impresentable Diego Fernández Cevallos , “ dirigente famoso conservadurismo ; arreglar . pasar Judicial ” , utilizar “ moneda cambio alianza potentado ” “ gobernar minoría ” .",Carlos Fernández-Vega : México SA
La Jornada: Economía,Trabajadores tuvieron mayor “porcentaje del pastel”: SHCP,"Durante el sexenio del presidente Andrés Manuel López Obrador, uno de los pilares más importantes de su estrategia de gobierno fue que los trabajadores “tuvieran un mayor porcentaje del pastel”, lo que se reflejó en una considerable disminución en la pobreza laboral, aseguró Rodrigo Mariscal Paredes, titular de la Unidad de Planeación Económica en la Secretaría de Hacienda y Crédito Público (SHCP).",Economía,https://www.jornada.com.mx/2024/09/20/economia/017n1eco?partner=rss,20/09/2024,"sexenio presidente Andrés Manuel López Obrador , pilar importante estrategia gobierno trabajador “ tener porcentaje pastel ” , reflejar considerable disminución pobreza laboral , Rodrigo Mariscal Paredes , titular Unidad Planeación Económica Secretaría Hacienda Crédito Público ( SHCP ) .",Trabajadores tener “ porcentaje pastel ” : SHCP
La Jornada: Economía,Festejan mercados decisión de la Fed; rally en Wall Street,"Luego de que la Reserva Federal (Fed) de Estados Unidos comenzó el ciclo de baja de tasas de interés con un recorte de 0.50 puntos porcentuales, las bolsas globales aplaudieron que el banco central estadunidense será capaz de un “aterrizaje suave” para la mayor economía del mundo, más aún, que se podrá impulsar el crecimiento.",Economía,https://www.jornada.com.mx/2024/09/20/economia/019n1eco?partner=rss,20/09/2024,"Reserva Federal ( Fed ) Unidos comenzar ciclo baja tasa interés recorte 0.50 punto porcentual , bolsa global aplaudir banco central estadunidense capaz “ aterrizaje suave ” economía mundo , , impulsar crecimiento .",festejar mercado decisión Fed ; rally Wall Street
La Jornada: Economía,Inegi: reanuda su crecimiento la actividad económica,"El indicador oportuno de la actividad económica (IOAE) prevé que la economía mexicana reportó una mejoría en agosto, de la mano, principalmente, del sector servicios, reveló el Instituto Nacional de Estadística y Geografía (Inegi).",Economía,https://www.jornada.com.mx/2024/09/20/economia/017n3eco?partner=rss,20/09/2024,"indicador oportuno actividad económico ( IOAE ) prever economía mexicano reportar mejoría agosto , mano , principalmente , sector servicio , revelar Instituto Nacional Estadística Geografía ( Inegi ) .",Inegi : reanudar crecimiento actividad económico
La Jornada: Economía,Red social X acata orden judicial y deja de funcionar de nuevo en Brasil,"Brasilia. La red social X dejó de funcionar de nuevo en Brasil este jueves, después de que la justicia le ordenó prescindir del servicio de ciberseguridad que le permitió eludir su suspensión en el país, indicó el gremio de proveedores de Internet.",Economía,https://www.jornada.com.mx/2024/09/20/economia/018n1eco?partner=rss,20/09/2024,"Brasilia . red social X funcionar Brasil jueves , justicia ordenar prescindir servicio ciberseguridad permitir eludir suspensión país , gremio proveedor Internet .",Red social X acatar orden judicial dejar funcionar Brasil
La Jornada: Economía,Alemania busca formas de evitar recortes en VW: ministro de Economía,"Fráncfort. El gobierno alemán estudia la forma de ayudar a Volkswagen, aseveró este jueves el ministro de Economía y vicecanciller alemán, Robert Habeck, al preguntarle por la amenaza de recortes de plantilla en la mayor automotriz del país.",Economía,https://www.jornada.com.mx/2024/09/20/economia/018n2eco?partner=rss,20/09/2024,"Fráncfort . gobierno alemán estudiar forma ayudar Volkswagen , aseverar jueves ministro Economía vicecanciller alemán , Robert Habeck , preguntar él amenaza recorte plantilla automotriz país .",Alemania buscar forma evitar recorte VW : ministro Economía
La Jornada: Economía,Tendencia de consumo en Tokio,"Larga fila en una tienda del centro de Tokio para comprar el nuevo teléfono inteligente de Apple, el iPhone 16. A principios de este mes, Apple presentó los nuevos celulares creados para usar inteligencia artificial generativa, mientras busca impulsar las ventas y mostrar que se mantiene al día en la carrera tecnológica. Los precios de salida en Japón comienzan desde 124 mil 800 yenes (847 dólares) para el iPhone 16 estándar y alcanzan 189 mil 800 yenes (1,290 dólares) en el modelo Pro Max.",Economía,https://www.jornada.com.mx/2024/09/20/economia/020n2eco?partner=rss,20/09/2024,"largo fila tienda centro Tokio comprar teléfono inteligente Apple , iphone 16 . principios mes , Apple presentar celular creado inteligencia artificial generativo , buscar impulsar venta mostrar mantener carrera tecnológico . precio salida Japón comenzar 124 mil 800 yenes ( 847 dólares ) iphone 16 estándar alcanzar 189 mil 800 yenes ( 1.290 dólares ) modelo Pro Max .",Tendencia consumo Tokio
La Jornada: Economía,Julio Boltvinik: Economía moral,"György Márkus (GM) dice,    en la continuación del Apéndice 1 de Language and Production (véase entrega del 13/9/24), referida al método de Marx en los MEF ( Manuscritos de economía y filosofía de 1844) que es muy evidente que este programa y método de crítica filosófica no es otra cosa que el intento de transformación materialista y radicalización de la Fenomenología de Hegel. En ella las “formas de la conciencia” son remplazadas por tipos de individualidades tal como están determinadas por su lugar en el proceso de vida social material. El punto de partida de Hegel (‘certidumbre-sensorial’) se remplaza por la relación práctico-material del sujeto con el producto de su trabajo, y en lugar del acto del reconocimiento del mundo como externalización de la conciencia se sitúa ahora el programa práctico de la apropiación del mundo de las objetivaciones sociales por sus creadores por la transformación revolucionaria de la sociedad. Este método –al que GM llama fenomenología materialista (FM) y que reduce las relaciones de la vida social a la relación de un individuo históricamente representativo con su propia actividad– está atado al postulado de una relación no alienada entre individuo y sociedad, al entendimiento del comunismo como la reconciliación total entre existencia y esencia humanas, condiciones bajo las cuales cada individuo podrá apropiarse y realizar todas las Necesidades y Capacidades creadas y objetivadas. Comunismo designa la etapa del desarrollo histórico en la cual se alcanza la identidad práctica entre sociedad y persona. La FM significa la aplicación de estándares no alienados a un estado social alienado. GM concluye que la FM está atada a una concepción vaga y utópica del comunismo y que por ello en los MEF hay una tensión entre una orientación filosófica realista (que mantiene la idea de la finitud humana) y una orientación práctica utopista que aparece como la abolición completa de todas las fuentes posibles de conflictos sociales y como la satisfacción de todas las necesidades (N), invocando el fin de la historia. La presencia de esta tensión se aprecia mejor en la teoría de Marx del proletariado como sujeto y portador de la teoría crítica (TC). Según ésta, el proletariado está absolutamente alienado; no constituye del todo una clase de, ni en, la sociedad burguesa; no tiene intereses por realizar en ella. De modo que su actividad radical colectiva está necesariamente dirigida a trascender las condiciones generales de la alienación. Si no es una clase particular, es la clase universal. Pero, dice GM, el estado de absoluta alienación lo caracteriza Marx como una situación de completa deshumanización, de privaciones materiales e intelectuales tales, que resulta imposible contestar la pregunta:¿qué lo motiva, qué clase de impulsos prácticos pueden surgir de esta condición de existencia animal ( brute-like) para realizar la teoría socialista? No parece, concluye GM, que haya una estrategia sociopolítica capaz de cerrar esta brecha.",Economía,https://www.jornada.com.mx/2024/09/20/opinion/020o1eco?partner=rss,20/09/2024,"György Márkus ( GM ) ,     continuación Apéndice 1 Language and Production ( vea él entrega 13/9/24 ) , referido método Marx MEF ( Manuscritos economía filosofía 1844 ) evidente programa método crítica filosófico cosa intento transformación materialista radicalización Fenomenología Hegel . “ forma conciencia ” remplazar tipo individualidad determinado lugar proceso vida social material . punto partida Hegel ( ‘ certidumbre-sensorial ’ ) remplazar relación práctico-material sujeto producto trabajo , lugar acto reconocimiento mundo externalización conciencia situar programa práctico apropiación mundo objetivación social creador transformación revolucionario sociedad . método – GM llamar fenomenología materialista ( FM ) reducir relación vida social relación individuo históricamente representativo actividad – atado postulado relación alienado individuo sociedad , entendimiento comunismo reconciliación existencia esencia humano , condición individuo apropiar él Necesidades Capacidades creado objetivada . Comunismo designar etapa desarrollo histórico alcanzar identidad práctico sociedad persona . FM significar aplicación estándar alienado social alienado . GM concluir FM atado concepción vago utópico comunismo MEF tensión orientación filosófico realista ( mantener idea finitud humano ) orientación práctico utopista aparecer abolición completo fuente posible conflicto social satisfacción necesidad ( N ) , invocar historia . presencia tensión apreciar teoría Marx proletariado sujeto portador teoría crítico ( TC ) . , proletariado absolutamente alienado ; constituir clase , , sociedad burgués ; interés . actividad radical colectivo necesariamente dirigido trascender condición general alienación . clase particular , clase universal . , GM , absoluto alienación caracterizar Marx situación completo deshumanización , privación material intelectual , resultar imposible contestar pregunta:¿qué motivar , clase impulso práctico surgir condición existencia animal ( brute-like ) teoría socialista ? , concluir GM , estrategia sociopolítico capaz cerrar brecha .",Julio Boltvinik : Economía moral
La Jornada: Ciencias,Atención precoz de la apnea del sueño mejora el desarrollo de niños con síndrome de Down,"Madrid. El estudio clínico Respire 21, efectuado por el Instituto Jérôme Lejeune y el Hospital Necker-Enfants Malades, ambos con sede en París, demuestra que un diagnóstico muy precoz del síndrome de apnea obstructiva del sueño (AOS) y su tratamiento, en caso necesario, mejora el desarrollo neurocognitivo y conductual de los niños pequeños con síndrome de Down. Los resultados se publicaron en la revista Lancet Regional Health-Europe.",Ciencias,https://www.jornada.com.mx/2024/09/20/ciencias/a06n2cie?partner=rss,20/09/2024,"Madrid . estudio clínico Respire 21 , efectuado Instituto Jérôme Lejeune Hospital Necker-Enfants Malades , sede París , demostrar diagnóstico precoz síndrome apneo obstructivo sueño ( AOS ) tratamiento , caso necesario , mejorar desarrollo neurocognitivo conductual niño pequeño síndrome down . resultado publicar revista Lancet Regional Health-Europe .",Atención precoz apnea sueño mejorar desarrollo niño síndrome down
La Jornada: Ciencias,Alertan sobre plaga de mosca de la fruta que daña cultivos de aguacate en Michoacán,"La inusual propagación del insecto Neosilba batesi en cultivos de aguacate ha levantado una alerta entre científicos de la Universidad Michoacana de San Nicolás de Hidalgo y del Laboratorio de Tecnología Orgánica (LTO). Aunque aún es necesario hacer más investigaciones, inicialmente atribuyen esa proliferación a los efectos del cambio climático y la expansión de cultivos a zonas forestales.",Ciencias,https://www.jornada.com.mx/2024/09/20/ciencias/a06n1cie?partner=rss,20/09/2024,"inusual propagación insecto Neosilba batesi cultivo aguacate levantar alerta científico Universidad Michoacana San Nicolás Hidalgo Laboratorio Tecnología Orgánica ( LTO ) . necesario investigación , inicialmente atribuir proliferación efecto cambio climático expansión cultivo zona forestal .",Alertan plaga mosca fruta dañar cultivo aguacate Michoacán
La Jornada: Cultura,Festeja la Casa del Lago su aniversario 65 y dos décadas de Poesía en Voz Alta,"La Casa del Lago UNAM se prepara para celebrar dos hitos culturales: el 20 aniversario del Festival Poesía en Voz Alta (PVA) y los 65 años de este icónico espacio, fundamental en la escena artística de la Ciudad de México.",Cultura,https://www.jornada.com.mx/2024/09/20/cultura/a05n1cul?partner=rss,20/09/2024,"Casa Lago UNAM preparar celebrar hito cultural : 20 aniversario Festival Poesía Voz Alta ( PVA ) 65 año icónico espacio , fundamental escena artístico Ciudad México .",Festeja Casa Lago aniversario 65 década Poesía Voz Alta
La Jornada: Cultura,José Cueli: Sartre: palabras que se vuelven espadas,"En su libro La lógica del sentido (Paidós, 2011, página 354), el filósofo francés Guilles Deleuze cita la concepción de Tournier con evidentes ecos leibnizianos (la mónada como expresión del mundo), pero también ecos sartreanos. “La teoría de Sartre”, en El ser y la nada, es la primera gran teoría del otro, porque supera la alternativa: ¿el otro es un objeto (aunque fuese un objeto particular en el campo perceptivo), o bien es sujeto (aunque fuese otro sujeto para otro campo perceptivo)? Sartre es aquí el precursor del estructuralismo, pues es el primero en no haber considerado al otro como estructura propia o especificidad irreductible al objeto y al sujeto.",Cultura,https://www.jornada.com.mx/2024/09/20/cultura/a04a1cul?partner=rss,20/09/2024,"libro lógica sentido ( Paidós , 2011 , páginar 354 ) , filósofo francés Guilles Deleuze citar concepción Tournier evident eco leibniziano ( mónada expresión mundo ) , eco sartreano . “ teoría Sartre ” , , teoría , superar alternativa : ¿ objeto ( ser objeto particular campo perceptivo ) , sujeto ( ser sujeto campo perceptivo ) ? Sartre precursor estructuralismo , considerar estructura especificidad irreductible objeto sujeto .",José Cueli : Sartre : palabra volver espada
La Jornada: Cultura,"En Rats, Uróboros escenifica la lucha por la sobrevivencia diaria en las grandes urbes","La compañía Uróboros Escena lleva hoy al Teatro de la Ciudad Esperanza Iris la coreografía Rats, que surgió de la necesidad de enunciar las contradicciones y miserias que caracterizan a las grandes urbes, donde la lucha diaria por la supervivencia y la alienación social se entrelazan en un ciclo interminable de violencia y deshumanización.",Cultura,https://www.jornada.com.mx/2024/09/20/cultura/a04n1cul?partner=rss,20/09/2024,"compañía Uróboros Escena Teatro Ciudad Esperanza Iris coreografía Rats , surgir necesidad enunciar contradicción miseria caracterizar urbe , lucha diario supervivencia alienación social entrelazar ciclo interminable violencia deshumanización .","Rats , Uróboros escenificar lucha sobrevivencia diario urbe"
La Jornada: Cultura,Exhiben en Madrid joyas artísticas del acervo de Antonio Pérez Simón,"Madrid. De las más de 4 mil obras de arte que tiene la colección del empresario Antonio Pérez Simón, de origen español, afincado en México desde que era niño, viajaron a Madrid 70 de las más representativas y valiosas para formar parte de una exposición temporal en el recinto cultural CentroCentro, entre ellas algunas joyas de artistas como Rubens, El Greco, Canaletto, Goya, Van Gogh, Edvard Munch y de los mexicanos Frida Kahlo y Diego Rivera. Esta exposición es el primer paso para un proyecto a largo plazo y de mayor envergadura, que es la apertura de un espacio expositivo en la capital española que sea la “sede permanente” de ese valioso acervo.",Cultura,https://www.jornada.com.mx/2024/09/20/cultura/a02n1cul?partner=rss,20/09/2024,"Madrid . 4 mil obra arte colección empresario Antonio Pérez Simón , origen español , afincado México niño , viajar Madrid 70 representativo valioso formar exposición temporal recinto cultural CentroCentro , joya artista Rubens , Greco , Canaletto , Goya , Gogh , Edvard Munch mexicano Frida Kahlo Diego Rivera . exposición paso proyecto plazo envergadura , apertura espacio expositivo capital español “ sede permanente ” valioso acervo .",Exhiben Madrid joya artístico acervo Antonio Pérez Simón
La Jornada: Cultura,Penultimátum,"El próximo mes  se cumple el centenario de la fundación del surrealismo. En su texto de presentación André Breton proclamaba que “tanta fe se tiene en la vida, en su forma más precaria, que la fe acaba por desaparecer”.",Cultura,https://www.jornada.com.mx/2024/09/20/opinion/a04o1cul?partner=rss,20/09/2024,"mes   cumplir centenario fundación surrealismo . texto presentación André Breton proclamar “ fe vida , forma precario , fe acabar desaparecer ” .",Penultimátum
La Jornada: Cultura,La pianista Guadalupe Parrondo recibe la Medalla Bellas Artes de Oro 2023,"Al recibir anoche la Medalla Bellas Artes de Oro 2023 por su trayectoria musical, Guadalupe Parrondo corroboró, sin proponérselo, la descripción que hizo de ella su amigo y alumno Omar López, a quien correspondió leer la semblanza de la pianista en la ceremonia: que “su mundo es y ha sido siempre el piano; es un pacto, un matrimonio pleno, feliz y sin accidentes”.",Cultura,https://www.jornada.com.mx/2024/09/20/cultura/a03n2cul?partner=rss,20/09/2024,"recibir anoche Medalla Bellas Artes Oro 2023 trayectoria musical , Guadalupe Parrondo corroborar , proponérselo , descripción amigo alumno Omar López , corresponder leer semblanza pianista ceremonia : “ mundo piano ; pacto , matrimonio pleno , feliz accidente ” .",pianista Guadalupe Parrondo recibir Medalla Bellas Artes Oro 2023
La Jornada: Cultura,Valentín Rincón “capturó en su música lo maravilloso de crecer y descubrir el mundo”,"El fallecimiento del músico y compositor Valentín Rincón, el pasado martes, deja un hueco que va a ser muy difícil de llenar, comentaron a La Jornada familiares y amigos de quien fue artífice del grupo Los Hermanos Rincón, fundado en 1971.",Cultura,https://www.jornada.com.mx/2024/09/20/cultura/a03n1cul?partner=rss,20/09/2024,"fallecimiento músico compositor Valentín Rincón , martes , dejar hueco difícil llenar , comentar Jornada familiar amigo artífice grupo Hermanos Rincón , fundado 1971 .",Valentín Rincón “ capturar música maravilloso crecer descubrir mundo ”
Expansión - Economía,China sufre por exceso... de leche,"El mercado de leche en China enfrenta una situación complicada por el exceso de oferta, la baja demanda y las pérdidas millonarias.",Economía,https://expansion.mx/economia/2024/09/20/china-sufre-por-exceso-de-leche,20/09/2024,"mercado leche China enfrentar situación complicado exceso oferta , bajo demanda pérdida millonario .",China sufrir exceso ... leche
Expansión - Economía,"EU pide ""implementación rigurosa"" de plan de certificación de aguacate de México","Las ventas de aguacate mexicano a Estados Unidos se han disparado 48% desde 2019, hasta alcanzar un valor de más de 3,000 millones de dólares el año pasado.",Economía,https://expansion.mx/economia/2024/09/20/eu-implementacion-rigurosa-certificacion-aguacate-mexico,20/09/2024,"venta aguacate mexicano Unidos disparar 48% 2019 , alcanzar valor 3.000 millón dólares año .","EU pedir "" implementación riguroso "" plan certificación aguacate México"
Expansión - Economía,Banqueros piden evitar arbitraje regulatorio con licencias bancarias,El presidente de la ABM dijo que los productos que ofrece cada una de las instituciones financieras deben tener una regulación igual para mantener el incentivo de inversión en el país.,Economía,https://expansion.mx/economia/2024/09/20/banqueros-evitar-arbitraje-regulatorio-licencias-bancarias,20/09/2024,presidente ABM producto ofrecer institución financiero regulación mantener incentivo inversión país .,Banqueros pedir evitar arbitraje regulatorio licencia bancario
Expansión - Economía,Banqueros esperan que leyes secundarias de reforma judicial den certidumbre,"Tras la aprobación de la reforma al Poder Judicial,  los banqueros esperan que en las leyes secundarias se afinen detalles que permitan una reforma ""exitosa"".",Economía,https://expansion.mx/economia/2024/09/20/banqueros-leyes-secundarias-certidumbre-reforma-judicial,20/09/2024,"aprobación reforma Judicial ,   banquero esperar ley secundario afinar detalle permitir reforma "" exitoso "" .",banquero esperar ley secundaria reforma judicial dar certidumbre
Expansión - Economía,Slim critica el dinero que se gasta en los jubilados y pide combatir la pobreza,El hombre más rico de México dice que los recursos que reciben actualmente los mayores de 65 años debería usarse para sacar a 6 millones de personas de la pobreza extrema.,Economía,https://expansion.mx/economia/2024/09/20/carlos-slim-critica-jubilados-y-pensiones-mexico,20/09/2024,hombre rico México recurso recibir actualmente mayor 65 año deber usar él sacar 6 millón persona pobreza extremo .,Slim criticar dinero gastar jubilado pedir combatir pobreza
Expansión - Economía,Eliminación de subsidios a gasolinas impedirá bajas en sus precios,"La medida de disminución de los estímulos fiscales obedece más a la necesidad de incrementar la recaudación de impuestos para reducir el déficit fiscal, consideran especialistas.",Economía,https://expansion.mx/economia/2024/09/20/por-que-no-baja-el-precio-de-la-gasolina-en-mexico,20/09/2024,"medida disminución estímulo fiscal obedecer necesidad incrementar recaudación impuesto reducir déficit fiscal , considerar especialista .",eliminación subsidio gasolina impedir baja precio
Expansión - Economía,México impugnará fallo que determina pago de 37 mdd a Odyssey Marine Exploration,"La empresa estadounidense ganó un arbitraje internacional contra México, pues se consideró que Semarnat negó arbitrariamente un permiso para un proyecto minero marino en Baja California Sur.",Economía,https://expansion.mx/economia/2024/09/19/mexico-impugnara-fallo-pago-de-37-mdd-odyssey-marine,20/09/2024,"empresa estadounidense ganar arbitraje internacional México , Semarnat negar arbitrariamente permiso proyecto minero marino Baja California Sur .",México impugnacer fallo determinar pago 37 mdd Odyssey Marine Exploration
Expansión - Economía,El 24% de los créditos hipotecarios es cofinanciado con Infonavit y Fovissste,"La Asociación de Bancos de México dijo que de enero a julio de este año, 16,100 créditos que ha dado la banca han tenido cofinanciamiento con los institutos para trabajadores.",Economía,https://expansion.mx/economia/2024/09/19/creditos-hipotecarios-cofinanciados-infonavit-fovissste,19/09/2024,"Asociación Bancos México enero julio año , 16.100 crédito banca cofinanciamiento instituto trabajador .",24% crédito hipotecario cofinanciar Infonavit Fovissste
